word,rt,ambiguity,ambiguity_binary,n_communities,entropy,dissimilarity,max_dom,Val_Mean,AoA,SemD,Length,LgSUBTLWF,OLD,log_rt,max_dom_scaled
adventure,615.09375,0.6063731291888388,1,4,0.8464005726479689,0.7164138928826538,0.4473684210526316,7.4,5.67,1.62,9,2.836,2.85,2.788941314157056,44.73684210526316
adventurous,916.2068965517242,0.6848492357319377,1,5,0.89357023560681,0.7664190328215967,0.3181818181818182,7.37,10.0,1.83,11,1.799,3.95,2.9619935565113216,31.818181818181817
adversary,868.1515151515151,0.2229512269416471,1,4,0.3655977253471601,0.6098266249603705,0.8758169934640523,4.55,12.67,1.64,9,1.892,3.6,2.938595527540307,87.58169934640523
adversity,752.375,0.3768056684084486,1,7,0.455257353692475,0.8276761821687778,0.7898550724637681,4.26,11.79,1.81,9,1.74,3.0,2.8764343563328465,78.98550724637681
advertise,671.5,0.6030451286760473,1,4,0.9078773283797864,0.6642363564164027,0.4253731343283582,5.16,9.63,1.72,9,1.929,2.65,2.8270460170047342,42.53731343283582
advertisement,798.939393939394,0.5406316831553953,1,5,0.7659186371097719,0.705860462144508,0.5408163265306123,4.3,7.67,1.72,13,1.792,4.5,2.9025138357895957,54.08163265306123
advertising,850.2121212121212,0.5799174863276763,1,5,0.7702066146015921,0.7529375564083574,0.5350877192982456,4.68,9.95,1.45,11,2.58,3.6,2.929527292277791,53.50877192982456
advice,599.5882352941177,0.6793214499396657,1,7,0.8940379626486676,0.7598351281718675,0.3603603603603603,5.78,8.61,1.95,6,3.389,2.3,2.7778531028337277,36.03603603603603
advise,731.516129032258,0.4816711514780979,1,6,0.6351314371640288,0.7583802710645887,0.6557377049180327,5.44,8.89,1.88,6,2.795,2.2,2.864223906226859,65.57377049180327
advisor,635.6470588235294,0.5357435090330673,1,5,0.7081566004671355,0.7565325362775185,0.5433070866141733,4.74,11.24,1.96,7,2.354,2.45,2.803216041824903,54.330708661417326
affair,636.6060606060606,0.5730858066310835,1,3,0.7386247240980127,0.7758822415955808,0.5714285714285714,3.1,10.94,1.85,6,3.177,2.55,2.8038707688675166,57.14285714285714
affect,650.4242424242424,0.4056400766732437,1,4,0.5389537857541203,0.7526435241672159,0.76,5.65,9.6,2.09,6,2.755,2.45,2.8131967197859953,76.0
affection,695.9,0.2440703810898448,1,2,0.5032583347756457,0.4849803057879851,0.8888888888888888,7.89,8.53,1.65,9,2.635,2.65,2.842546836495015,88.88888888888889
affectionate,926.0333333333332,0.338681186134958,1,3,0.8885483782362389,0.3811623479716854,0.5511363636363636,7.23,8.5,1.64,12,2.064,4.4,2.966626619751244,55.11363636363637
affirmative,769.6875,0.4377275221401752,1,3,0.6202094743411144,0.7057736784901575,0.7785234899328859,5.94,10.67,1.68,11,2.384,4.0,2.886314433519197,77.85234899328859
afford,677.7647058823529,0.4431473834028575,1,4,0.518199736714197,0.855167133454695,0.7898089171974523,6.56,7.47,1.99,6,3.356,2.5,2.831078949512234,78.98089171974523
afraid,599.59375,0.0,0,1,0.0,0.0,1.0,2.25,4.42,1.65,6,4.101,2.6,2.7778570972338494,100.0
afternoon,638.0666666666667,0.5340632498563035,1,6,0.6901900148793151,0.7737916201956189,0.5865921787709497,6.68,4.65,1.78,9,3.669,3.75,2.804866057173939,58.659217877094974
aftershave,766.375,0.6922767714162603,1,6,0.8572557001150284,0.8075499192637263,0.3952095808383233,5.55,10.42,1.36,10,1.748,4.45,2.884441329135291,39.52095808383233
age,530.9117647058823,0.2153639918752401,1,2,0.2848886859041499,0.7559583884201664,0.950354609929078,5.78,4.38,1.93,3,3.606,1.1,2.725022349169063,95.0354609929078
agency,641.9677419354839,0.5359217919963326,1,4,0.7097400890752356,0.7550958445853304,0.6224489795918368,5.14,10.58,1.81,6,2.997,2.6,2.807513205870426,62.244897959183675
agenda,739.030303030303,0.6167246077744261,1,4,0.8919837158151572,0.6914079224090093,0.4044943820224719,5.05,9.95,1.8,6,2.573,2.6,2.868662246471995,40.44943820224719
aggravate,821.08,0.5045177114494457,1,4,0.6686395275282074,0.7545436527130263,0.6394557823129252,2.55,8.32,1.73,9,1.58,3.55,2.9143854736430934,63.94557823129252
aggression,711.0,0.5218729781280276,1,5,0.7411483481604233,0.7041410527640641,0.5107913669064749,3.18,9.3,1.59,10,2.158,3.0,2.851869600729766,51.07913669064749
aggressive,675.2058823529412,0.5560479876793394,1,7,0.7533501917338246,0.7381002802954135,0.4296296296296296,3.08,8.32,1.84,10,2.608,3.3,2.829436217181424,42.96296296296296
agile,661.9666666666667,0.5383588874079668,1,6,0.6179791278775305,0.8711603080462894,0.559748427672956,5.95,11.94,1.77,5,1.322,2.0,2.820836121090447,55.9748427672956
agility,765.0384615384615,0.5785405250672085,1,7,0.7267957539156455,0.7960152793275069,0.3949579831932773,6.55,10.06,1.56,7,1.38,2.6,2.8836832694203274,39.49579831932773
aging,669.71875,0.4185460985644531,1,3,0.4918294232777182,0.8509984941021215,0.8387096774193549,3.0,7.35,1.74,5,2.121,1.8,2.825892457973876,83.87096774193549
agony,657.8787878787879,0.0,0,1,0.0,0.0,1.0,2.46,9.22,1.6,5,2.283,2.0,2.8181458835765327,100.0
agree,589.84375,0.143015130949983,1,2,0.2538784402981615,0.5633212918041495,0.9574468085106383,7.17,7.68,1.93,5,3.518,1.9,2.7707369819813197,95.74468085106383
agreeable,767.1176470588235,0.3062997281954009,1,3,0.4162638630629311,0.735830696283848,0.8727272727272727,6.9,8.41,1.76,9,1.914,3.6,2.8848619735322254,87.27272727272727
agreement,668.3,0.4937217762634325,1,6,0.611051551977027,0.8079871079060681,0.6081081081081081,6.75,8.16,1.84,9,2.951,3.4,2.824971461123693,60.810810810810814
agriculture,784.2647058823529,0.4674019364353278,1,3,0.7220786928939622,0.647300551913621,0.7102272727272727,6.1,10.32,1.44,11,1.756,4.2,2.8944626709766403,71.02272727272727
aid,566.7058823529412,0.2962160211563757,1,3,0.4083193306479864,0.7254518679933492,0.8805031446540881,6.29,7.33,1.83,3,2.851,1.0,2.753357720600141,88.0503144654088
aide,707.2068965517242,0.1898900292891369,1,3,0.2371712928252266,0.8006450824091444,0.9423076923076924,5.6,7.83,1.56,4,2.017,1.35,2.8495464871856644,94.23076923076924
aids,616.9090909090909,0.5931286998031357,1,4,0.6636934652470714,0.8936786797837962,0.6206896551724138,3.52,8.89,1.38,4,1.74,1.35,2.7902211701508737,62.06896551724138
ailment,841.6206896551724,0.147387527413737,1,2,0.20644741113994,0.7139228658761463,0.9675675675675676,3.0,10.37,1.62,7,1.431,2.45,2.925116403250525,96.75675675675676
aim,646.21875,0.5642933604974771,1,3,0.7654652162937619,0.7371900753762256,0.5573770491803278,5.95,6.72,2.1,3,2.88,1.4,2.8103795548939434,55.73770491803278
aircraft,647.3030303030303,0.3330322143224518,1,6,0.5299992945521167,0.6283635049059553,0.7407407407407407,6.3,7.61,1.17,8,2.684,3.6,2.8111076401413726,74.07407407407408
airline,690.5806451612904,0.0,0,1,0.0,0.0,1.0,5.36,8.74,1.28,7,2.521,2.4,2.8392144022534564,100.0
airplane,677.46875,0.3730897493525363,1,3,0.6161055691268773,0.6055613973450455,0.7619047619047619,5.25,3.94,1.33,8,2.747,2.7,2.8308892670511376,76.19047619047619
airport,652.6666666666666,0.3239759710818072,1,5,0.3868585235799175,0.8374533617194041,0.8496732026143791,6.0,6.84,1.49,7,3.288,2.7,2.8146914327474564,84.9673202614379
airship,663.516129032258,0.2710772244666958,1,2,0.4345673583842649,0.6237864377908398,0.9105691056910568,5.63,10.8,1.21,7,1.491,2.75,2.8218514843437403,91.05691056910568
aisle,709.6176470588235,0.8289911249112167,1,5,0.9408647365272208,0.8810949042165876,0.2837837837837837,5.17,5.95,1.39,5,2.58,1.9,2.8510244071688957,28.378378378378372
alarm,612.1764705882352,0.5827167869129035,1,6,0.695663043205001,0.8376422933555002,0.5950920245398773,3.86,6.39,1.86,5,3.183,1.95,2.786876633183448,59.50920245398773
album,566.2727272727273,0.600611903475742,1,3,0.7465640915116081,0.8045014625062546,0.531578947368421,6.19,6.72,0.81,5,2.719,2.3,2.753025645715916,53.1578947368421
alcohol,668.84375,0.3176132845403899,1,2,0.5076575881820506,0.6256447100057745,0.8874172185430463,4.11,9.0,1.38,7,2.927,3.35,2.8253246731662305,88.74172185430463
alcoholic,721.1764705882352,0.4883986911405296,1,4,0.547398364587163,0.892218031211822,0.7786885245901639,2.49,9.95,1.29,9,2.501,3.7,2.858041548804122,77.8688524590164
alcoholism,759.1176470588235,0.5403730512642926,1,5,0.6082252482608465,0.8884423210141805,0.6866666666666666,2.0,11.6,1.2,10,1.643,4.2,2.8803090875016135,68.66666666666667
ale,698.6,0.0,0,1,0.0,0.0,1.0,5.95,10.16,1.19,3,2.308,1.0,2.844228581301628,100.0
alert,582.75,0.5795332367250802,1,5,0.8588053396302229,0.6748132667347069,0.3836477987421384,5.38,8.9,1.99,5,3.022,1.85,2.765482282192614,38.36477987421384
algebra,697.3870967741935,0.2760863774011814,1,2,0.4413357333803407,0.6255699607338427,0.9085365853658536,5.4,11.47,1.04,7,1.959,3.1,2.843473907692083,90.85365853658536
alibi,734.6923076923077,0.5847532982041933,1,5,0.685021060446753,0.8536282049822415,0.5971223021582733,4.16,12.5,1.23,5,2.63,2.5,2.86610549275812,59.71223021582733
alien,553.8529411764706,0.4488556459472583,1,4,0.6075745541715667,0.7387663668029629,0.6962025316455697,4.45,7.5,1.79,5,2.949,1.8,2.7433944663281182,69.62025316455697
align,650.9285714285714,0.3512915957831948,1,5,0.4365400605562063,0.8047178885154449,0.8230088495575221,5.95,9.85,1.74,5,1.544,1.9,2.8135333345952573,82.30088495575221
alive,586.0,0.3517038446095088,1,5,0.4655798512681773,0.75541036333835,0.8085106382978723,6.57,5.11,1.85,5,3.897,1.8,2.767897616018091,80.85106382978722
allegiance,789.6969696969697,0.4866405629736185,1,4,0.6963544488493375,0.6988403158445355,0.5974842767295597,5.8,8.42,1.66,10,2.204,3.45,2.8974604714986785,59.74842767295597
allergic,639.4545454545455,0.5168266378867644,1,6,0.6565588712002424,0.7871748605604304,0.652542372881356,3.0,7.72,1.26,8,2.617,3.2,2.805809678822699,65.2542372881356
allergy,739.8571428571429,0.4077792587579794,1,6,0.4995064971872988,0.8163642736464253,0.7676056338028169,2.9,8.11,1.11,7,1.94,2.7,2.869147871003637,76.76056338028168
alley,644.3333333333334,0.6442663920507483,1,4,0.7856877320706298,0.8200031205181547,0.5460122699386503,4.17,7.26,1.51,5,2.92,1.65,2.8091105993088905,54.601226993865026
alliance,700.9354838709677,0.6056066660655592,1,4,0.8559545173541105,0.7075220164005727,0.4045801526717557,6.14,11.28,1.65,8,2.668,2.55,2.8456780460861055,40.45801526717557
allow,591.3823529411765,0.2619032016883048,1,3,0.4287164819333826,0.6109007064696931,0.8609271523178808,6.39,5.32,2.24,5,3.355,1.5,2.771868360882327,86.09271523178808
allowance,668.6875,0.6361086721406208,1,6,0.7234274932617732,0.8792984481036914,0.5827814569536424,6.74,6.95,1.57,9,2.425,3.2,2.825223204863182,58.27814569536424
alloy,698.4333333333333,0.4418246050075275,1,3,0.5187711912336572,0.8516752905203778,0.8291139240506329,5.2,14.53,1.03,5,1.724,1.7,2.8441249582709287,82.91139240506328
allure,689.9354838709677,0.2648285521320842,1,3,0.4076548665829645,0.6496391281966635,0.8773584905660378,6.9,11.83,1.56,6,1.491,2.55,2.83880848159403,87.73584905660378
ally,737.1212121212121,0.3839667495765388,1,3,0.4811474047872985,0.7980231125766531,0.8367346938775511,6.05,9.61,1.7,4,3.222,1.5,2.867538909062502,83.6734693877551
almond,714.9354838709677,0.6064978400503577,1,10,0.8089179865068623,0.7497643150072453,0.4444444444444444,6.05,7.67,1.5,6,1.756,2.4,2.854266852622034,44.44444444444444
alone,571.3225806451613,0.2127250003790586,1,3,0.3009519898486306,0.7068403185705888,0.9206349206349206,3.85,4.94,2.08,5,4.197,1.75,2.756881389220347,92.06349206349206
aloof,702.1538461538462,0.7490503194249424,1,4,0.8851687530915641,0.8462231826516573,0.3974358974358974,4.59,13.41,1.82,5,1.532,2.0,2.8464322791033214,39.743589743589745
alpha,671.6176470588235,0.619936245914038,1,5,0.7983936384997385,0.7764794407417375,0.5333333333333333,5.5,12.22,1.04,5,2.618,2.8,2.827122098900764,53.333333333333336
altar,592.6571428571428,0.6513992731239155,1,2,0.8265758146026101,0.7880696018635465,0.7401129943502824,5.59,7.16,1.25,5,2.415,1.95,2.772803522998071,74.01129943502825
alteration,737.741935483871,0.7312132050601065,1,2,0.9370535262287882,0.7803323765323258,0.6466165413533834,5.05,10.17,1.9,10,1.568,2.45,2.867904470772476,64.66165413533834
alternate,744.1875,0.3085941467559812,1,4,0.3553923060298139,0.8683197174507576,0.8802816901408451,5.15,8.83,1.84,9,2.258,2.6,2.871682370970901,88.02816901408451
alternative,685.6666666666666,0.705994856351701,1,4,0.839525833574621,0.8409447668163376,0.4594594594594595,5.33,10.11,2.17,11,2.679,3.05,2.8361130369750613,45.94594594594595
amateur,697.7878787878788,0.5440222589744939,1,5,0.7719438148152988,0.7047433356333852,0.5486725663716814,4.58,10.53,1.67,7,2.525,2.9,2.843723421086211,54.86725663716814
amaze,595.3030303030303,0.2081785639725612,1,2,0.3127333763966433,0.6656742761876684,0.943661971830986,7.24,7.5,1.88,5,1.919,1.9,2.7747380932699373,94.36619718309859
amazement,624.21875,0.4070083550506828,1,3,0.5099714489107259,0.7981002778097338,0.8120805369127517,7.29,9.22,1.68,9,1.568,3.05,2.795336809666123,81.20805369127517
amazing,679.1388888888889,0.0618131857869013,1,2,0.2460225782203316,0.2512500528774357,0.9591836734693876,7.72,5.22,1.9,7,3.62,2.2,2.8319585997736025,95.91836734693877
ambassador,790.3666666666667,0.5512766821604704,1,5,0.8042325281442335,0.6854692677409372,0.4552845528455284,5.5,11.0,1.56,10,2.839,4.7,2.8978286158052864,45.52845528455284
amber,613.0,0.5894398649743071,1,4,0.7174494954142233,0.8215768060914042,0.6612903225806451,6.15,9.28,1.63,5,2.676,1.85,2.787460474518415,66.12903225806451
ambient,839.8518518518518,0.7315926434928425,1,6,0.9520944463229032,0.7684034355187517,0.2516556291390728,6.33,12.8,1.35,7,1.431,2.85,2.924202684159945,25.16556291390728
ambiguous,837.9705882352941,0.4119642605689681,1,4,0.7644052432639716,0.538934373094959,0.5849056603773585,5.16,13.67,1.8,9,1.58,3.65,2.9232287756812583,58.490566037735846
ambition,759.1875,0.6263569133007889,1,3,0.9491821143636828,0.6598911882370319,0.4545454545454545,7.28,11.29,1.86,8,2.438,2.75,2.880349048832151,45.454545454545446
ambitious,765.1875,0.5973846017665301,1,4,0.8761166947759254,0.6818550603231188,0.391304347826087,6.33,11.05,2.04,9,2.387,3.35,2.8837678668370086,39.130434782608695
ambulance,863.5,0.1728476532404688,1,2,0.2511988167090251,0.688091032851823,0.958041958041958,3.71,6.16,1.43,9,3.058,3.2,2.9362623419034777,95.8041958041958
ambush,691.7272727272727,0.6545160247101448,1,4,0.7629123221074542,0.8579177524648212,0.5803571428571429,3.17,9.3,1.47,6,2.444,2.65,2.8399348989423263,58.03571428571429
amend,745.7586206896551,0.2687269128726443,1,3,0.3192801220765293,0.8416650279538299,0.913907284768212,5.85,11.39,1.74,5,1.591,1.9,2.872598282344269,91.39072847682121
amiable,705.8928571428571,0.2742954699024827,1,3,0.4745685232787296,0.5779891763731242,0.852112676056338,6.7,13.11,1.7,7,1.491,2.4,2.84873878733677,85.2112676056338
ammunition,844.551724137931,0.0,0,1,0.0,0.0,1.0,4.59,9.67,1.5,10,2.479,3.5,2.926626252864739,100.0
amount,644.8823529411765,0.6424518852697529,1,3,0.8399432919191362,0.7648753093817239,0.4709677419354838,5.42,6.63,2.08,6,3.101,2.15,2.8094804927302865,47.09677419354838
amp,709.44,0.608270144449613,1,3,0.7240834034729563,0.8400553603799472,0.6666666666666666,5.79,12.11,0.64,3,1.973,1.45,2.850915671434394,66.66666666666666
amphibian,846.1071428571429,0.3840263222246058,1,3,0.5838730991721695,0.6577222392487142,0.7616580310880829,5.4,8.33,0.91,9,1.322,3.95,2.9274253613905064,76.16580310880829
ample,695.28125,0.6595246617942361,1,5,0.7546114942693694,0.8739923348673633,0.5704697986577181,5.89,11.63,2.04,5,1.973,1.8,2.842160517705286,57.04697986577181
amuse,749.3636363636364,0.0,0,1,0.0,0.0,1.0,7.1,9.0,1.67,5,2.127,1.85,2.8746926146854777,100.0
amusement,782.0967741935484,0.4762618941807964,1,3,0.7222100643225935,0.6594506469907928,0.615819209039548,7.0,8.79,1.48,9,2.283,3.0,2.8932604946172704,61.5819209039548
amusing,640.34375,0.0,0,1,0.0,0.0,1.0,7.6,8.44,1.71,7,2.672,2.2,2.806413175000007,100.0
analogy,721.5294117647059,0.0,0,1,0.0,0.0,1.0,5.24,11.33,1.71,7,1.771,2.9,2.8582540389732003,100.0
analysis,684.9090909090909,0.0,0,1,0.0,0.0,1.0,5.25,11.32,1.81,8,2.751,2.7,2.8356329307090236,100.0
analyst,745.5,0.606666670536226,1,4,0.8958017044051045,0.6772332175222964,0.4830508474576271,5.0,11.75,1.6,7,2.25,2.65,2.8724476477890133,48.30508474576271
analytical,855.1818181818181,0.4852936606462104,1,3,0.6932410152607362,0.7000359903167093,0.6861313868613139,6.0,12.44,1.62,10,1.491,3.6,2.9320584588667096,68.61313868613139
analyze,621.125,0.6097226271222246,1,6,0.9178076059649306,0.6643250972857181,0.25,5.65,11.39,1.5,7,2.22,2.5,2.7931790097535893,25.0
anarchy,747.4117647058823,0.5748342113898359,1,5,0.7836750716805034,0.7335109054281493,0.5238095238095238,3.68,13.94,1.7,7,2.017,2.8,2.873559929620969,52.38095238095239
anatomy,774.0666666666667,0.4964528822713412,1,2,0.8090317922202896,0.6136382859675842,0.751412429378531,6.29,11.94,1.52,7,2.215,2.85,2.888778366004125,75.14124293785311
ancestor,662.3333333333334,0.5494697017958046,1,3,0.7312331414238343,0.7514288818008089,0.5512820512820513,6.37,8.61,1.43,8,1.94,2.8,2.821076612390153,55.12820512820513
ancestry,781.3333333333334,0.0,0,1,0.0,0.0,1.0,6.29,10.11,1.66,8,1.398,3.3,2.8928363526263907,100.0
anchor,610.5151515151515,0.4768257232881529,1,4,0.5611086694169809,0.8497921156406262,0.738562091503268,5.16,5.72,1.55,6,2.579,2.35,2.785696446557346,73.8562091503268
ancient,624.0909090909091,0.2513235744944739,1,3,0.4101769538616716,0.6127198813301211,0.875,7.24,8.26,1.7,7,3.044,2.55,2.795247856414549,87.5
anecdote,840.6428571428571,0.4769867149056014,1,5,0.5656350204753101,0.8432764903855909,0.6911764705882353,5.62,14.33,1.68,8,1.748,3.55,2.9246115271709603,69.11764705882352
angelic,812.8709677419355,0.1698248530969955,1,2,0.2135798153382773,0.7951353119582922,0.9661016949152542,6.68,8.33,1.45,7,1.477,2.65,2.9100216126973075,96.61016949152543
anger,604.2424242424242,0.0,0,1,0.0,0.0,1.0,2.5,6.0,1.56,5,2.997,1.65,2.7812112140977496,100.0
angle,620.9411764705883,0.5724586642069234,1,3,0.6648541041754387,0.8610289996132228,0.7482014388489209,4.55,8.05,1.63,5,2.882,1.55,2.7930504601697383,74.82014388489209
angry,575.7647058823529,0.0,0,1,0.0,0.0,1.0,2.53,4.45,1.7,5,3.478,2.0,2.7602450393014775,100.0
anguish,827.1818181818181,0.2664764732752995,1,3,0.4650038707715046,0.5730629141498949,0.8562091503267973,3.14,11.54,1.65,7,2.045,2.75,2.917600979872101,85.62091503267973
animal,619.8787878787879,0.3139481747442719,1,4,0.3771243971007721,0.8324790895466282,0.8705035971223022,7.06,2.89,1.54,6,3.366,2.45,2.7923067751403914,87.05035971223022
animation,748.1764705882352,0.487821886129779,1,5,0.5891193747572578,0.8280526953145657,0.6987179487179487,6.42,8.53,1.35,9,1.799,2.85,2.8740040459440173,69.87179487179486
ankle,637.3939393939394,0.3422926501729697,1,4,0.7635799675881162,0.4482734811052643,0.4514285714285714,5.4,4.89,1.46,5,2.613,1.85,2.804407929705203,45.14285714285714
anniversary,877.9117647058823,0.6409875880575717,1,3,0.9718407651756734,0.6595603014673957,0.4382022471910112,6.95,7.33,1.72,11,2.973,4.5,2.943450868950547,43.82022471910112
announce,643.53125,0.4255344581964052,1,2,0.4854607607459134,0.8765578860432899,0.8947368421052632,5.52,9.48,1.78,8,2.698,2.5,2.808569641175187,89.47368421052632
announcement,827.84375,0.6244643929497493,1,4,0.7994822539962455,0.7810859963787037,0.5543478260869565,5.81,7.75,1.85,12,2.721,4.0,2.917948374325561,55.434782608695656
annoy,650.030303030303,0.4830886125718465,1,3,0.6607462705425122,0.7311257499421099,0.7545454545454545,2.49,7.22,1.7,5,2.111,1.95,2.8129336029999092,75.45454545454545
annoyance,798.5,0.5195521384402684,1,4,0.6868597974947594,0.7564165792426255,0.5339805825242718,2.95,9.47,1.6,9,1.415,3.2,2.9022749204745018,53.398058252427184
annoyed,751.09375,0.1696809613658558,1,2,0.2018399296325871,0.840670930051993,0.968503937007874,2.8,7.72,1.62,7,2.245,2.85,2.87569414814476,96.8503937007874
annoying,631.939393939394,0.5617335501167489,1,2,0.8960382325345574,0.626908015440161,0.6875,3.0,6.52,1.78,8,2.754,2.95,2.800675429327004,68.75
annual,723.1724137931035,0.4474571003545821,1,4,0.6362648224073633,0.7032560729376633,0.6956521739130435,5.19,9.26,1.94,6,2.566,2.5,2.8592418511427296,69.56521739130434
anonymous,770.6666666666666,0.4857185361530785,1,3,0.5814196053487246,0.8354010282500769,0.8,5.75,10.26,1.88,9,2.634,3.65,2.886866575028829,80.0
answer,572.0967741935484,0.2176082465766668,1,3,0.343613691433198,0.6332932941904387,0.9047619047619048,6.1,5.43,1.95,6,3.954,2.6,2.757469498973689,90.47619047619048
ant,611.483870967742,0.6488982210951799,1,7,0.7817180801602136,0.8300923792912501,0.4407894736842105,3.9,4.32,1.59,3,2.438,1.2,2.786385006193091,44.07894736842105
antelope,711.1290322580645,0.5744601406889084,1,3,0.7682938681468077,0.7477088709227326,0.624113475177305,5.68,8.39,1.14,8,1.708,3.25,2.8519484093280685,62.4113475177305
antenna,726.3636363636364,0.692918919545623,1,4,0.8400086187369293,0.8248950118958586,0.4642857142857143,5.43,7.05,1.35,7,2.09,2.8,2.8611540941557663,46.42857142857143
anthem,748.5454545454545,0.5256154551237145,1,4,0.666908157923762,0.7881376901432364,0.5325443786982249,5.95,9.44,1.52,6,1.987,2.6,2.8742181775032423,53.25443786982249
anthropology,914.818181818182,0.4734358586673103,1,4,0.8298326034771851,0.5705197128716173,0.484375,5.3,14.61,1.02,12,1.833,4.45,2.9613347875316047,48.4375
antibiotic,836.258064516129,0.318019683661756,1,2,0.4305518670104394,0.738632689877629,0.9117647058823528,5.88,9.53,1.08,10,1.532,3.95,2.9223403189468407,91.17647058823528
antibiotics,788.84375,0.0,0,1,0.0,0.0,1.0,5.05,9.55,1.19,11,2.274,4.55,2.896990988972562,100.0
anticipate,790.2727272727273,0.4465947727309442,1,4,0.590073961980963,0.7568454151606038,0.7435897435897436,6.0,10.6,2.03,10,2.114,3.15,2.897776994466952,74.35897435897436
anticipation,818.9375,0.713476211451361,1,3,0.9400439301545984,0.7589817758134171,0.5,5.26,10.0,1.97,12,2.107,3.3,2.913250758364981,50.0
antidote,758.5862068965517,0.5132826813881824,1,3,0.7320730461927331,0.7011358826248199,0.5209580838323353,6.55,10.11,1.84,8,2.346,3.3,2.880004941816317,52.09580838323353
antique,672.8125,0.5982228805442873,1,5,0.7276741662517571,0.8221026776664724,0.6264367816091954,6.5,8.05,1.49,7,2.491,2.75,2.827894051503581,62.643678160919535
antiques,692.1428571428571,0.6582354199987618,1,5,0.7785228455734592,0.8454927478896348,0.5486111111111112,6.63,11.05,1.4,8,2.14,2.9,2.8401957413725274,54.861111111111114
antiseptic,807.25,0.6035433161981706,1,4,0.7612359942084984,0.7928465295781367,0.5474452554744526,4.57,9.95,1.21,10,1.653,4.05,2.907008053689199,54.74452554744526
anus,797.1481481481482,0.427867878034796,1,3,0.5394446358476482,0.7931636531383286,0.8181818181818182,2.9,11.17,1.06,4,1.756,1.9,2.901539041526804,81.81818181818183
anxiety,608.6969696969697,0.1280049062977857,1,2,0.1811664015535456,0.7065598543665532,0.9726027397260274,2.38,8.17,1.69,7,2.539,3.0,2.784401139690974,97.26027397260275
anxious,598.7647058823529,0.1383212603794973,1,2,0.1821384645788663,0.7594291557212725,0.9724137931034482,3.8,10.21,1.99,7,2.857,2.8,2.7772561929865063,97.24137931034483
apartment,637.46875,0.0814189199911352,1,2,0.196832307272661,0.4136461189694334,0.9695121951219512,5.72,7.8,1.48,9,3.627,2.85,2.8044588996389965,96.95121951219512
apartments,702.8823529411765,0.1860018351519263,1,2,0.2472944398620567,0.7521472591768741,0.958904109589041,5.0,6.56,1.31,10,2.334,3.2,2.8468826397507163,95.8904109589041
apathy,660.2424242424242,0.5916750608184113,1,5,0.8051613186040069,0.7348528141469348,0.3829787234042553,3.68,14.21,1.76,6,1.398,2.4,2.819703426723207,38.297872340425535
ape,619.6969696969697,0.2804988544563194,1,2,0.3265813517843846,0.8588942783282685,0.9402173913043478,5.21,5.89,1.49,3,2.694,1.15,2.792179372465473,94.02173913043478
apocalypse,986.5,0.3462985933798611,1,4,0.4671569080724164,0.7412896767571284,0.8211382113821138,3.24,12.78,1.48,10,2.104,4.85,2.99409708958821,82.11382113821138
apologize,789.7666666666667,0.2962807982631168,1,3,0.5939957248575406,0.4987928125815628,0.7910447761194029,4.94,5.67,1.46,9,3.401,3.4,2.897498799711709,79.1044776119403
apology,706.1176470588235,0.0806168383185052,1,2,0.1970645647430605,0.4090884549620386,0.9694656488549618,6.24,5.56,1.71,7,2.906,2.7,2.848877065374541,96.94656488549617
apostle,699.6451612903226,0.3922905710868265,1,4,0.6262684445217203,0.6263936408075261,0.6744186046511628,5.5,9.5,0.92,7,1.857,2.75,2.8448778349206485,67.44186046511628
apparel,655.6451612903226,0.4500309605373485,1,4,0.5891471561643379,0.7638685103180164,0.7439024390243902,5.38,10.8,1.45,7,1.556,2.8,2.8166688604318333,74.39024390243902
apparent,620.1875,0.2402040231051908,1,4,0.3227585753514896,0.744221970999855,0.896,4.96,10.25,2.18,8,2.334,2.8,2.792523008699548,89.60000000000001
appeal,568.3939393939394,0.7070589346616433,1,3,0.95399950632468,0.7411523066564417,0.4552238805970149,6.3,10.21,1.79,6,2.822,2.4,2.754649438534458,45.52238805970149
appear,582.2121212121212,0.4794603756828436,1,3,0.6372631490307797,0.7523742372551434,0.75,5.25,6.67,2.22,6,3.077,2.3,2.76508124287665,75.0
appearance,654.0588235294117,0.4145590818749429,1,5,0.5982086966969674,0.6930007607110144,0.7047619047619048,6.14,8.83,2.09,10,2.772,3.45,2.815616808852414,70.47619047619048
appendix,648.6176470588235,0.7662875675263711,1,5,0.8520156261822326,0.8993820582375966,0.376,4.81,10.56,1.67,8,2.127,3.6,2.811988760427009,37.6
appetite,678.8,0.2593379197217929,1,3,0.3380871739118984,0.7670741150013972,0.905027932960894,6.23,8.83,1.76,8,2.66,3.05,2.831741833645638,90.50279329608941
applaud,707.0645161290323,0.442890450294768,1,5,0.7064069378623365,0.6269622034503259,0.6145251396648045,6.7,7.1,1.95,7,2.041,2.85,2.849459042821646,61.452513966480446
applause,595.969696969697,0.4011980064916293,1,4,0.6709489613854828,0.5979560735337774,0.6264367816091954,7.12,6.2,1.58,8,2.761,3.05,2.7752241779056366,62.643678160919535
apple,639.59375,0.1593576216989775,1,2,0.1792560669283214,0.8889942997728457,0.972972972972973,6.62,4.15,1.52,5,3.082,1.8,2.8059042112440316,97.2972972972973
